cedula,fechaingresoEmpresa,titulo,empresa,tarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,salarioAnual
1354234395,1993-10-31,Doctor/a,Soluciones Integrales,1667-7204-2750-3236,Charles,Peterson,"25981 Todd Mews
North Jasonberg, MS 53653",amanda12@example.net,1985-04-29,39,Manabí,Masculino,Marca no conocida,57000
1358408882,2017-11-10,Doctor/a,Sistemas Avanzados,9893-6199-8989-1639,Adam,Guerrero,"4811 Daugherty Fork
North Shannon, VI 78971",brianross@example.com,1978-12-10,45,Manabí,Masculino,Marca no conocida,40000
1359960692,2019-07-02,Arquitecto/a,Soluciones Integrales,2167-2502-3671-2011,Laura,Garner,"15894 Carlson Crest
Judithland, WV 20325",ashleyshepard@example.com,1981-08-23,42,Manabí,Femenino,Marca no conocida,29000
1362165452,2011-11-06,Licenciado/a,Grupo TecnolÃ³gico,8081-0383-4038-3996,Anthony,Velazquez,"204 Robert Valley Apt. 064
Lake Anthonybury, NC 76736",kingkeith@example.com,1981-11-04,42,Manabí,Masculino,Marca no conocida,20000
1363754411,1970-03-09,Ingeniero/a,Grupo TecnolÃ³gico,5514-0640-7881-8612,Bradley,Lambert,"8219 Bryan Corners Suite 285
Austinmouth, MP 31472",rhodesmatthew@example.org,1977-10-30,46,Manabí,Masculino,MasterCard,31000
1366433513,1994-01-04,Arquitecto/a,Grupo TecnolÃ³gico,8605-0673-2201-3763,Jacqueline,Wilson,"7767 Brown Crescent
New Ashley, AL 73340",jeffrey62@example.org,1984-05-27,39,Manabí,Femenino,Marca no conocida,25000
1367734996,1965-10-11,Ingeniero/a,Sistemas Avanzados,4029-4003-6666-4484,Victor,Garcia,"401 Cross Lock Suite 943
West Erin, AR 16402",millerveronica@example.com,1979-10-23,44,Manabí,Masculino,Visa,33000
1370325319,1967-05-22,Licenciado/a,Grupo TecnolÃ³gico,3964-9763-7258-9828,Christine,Hall,"96632 Victoria Prairie
Mendozastad, WA 53784",reneecampbell@example.net,1985-11-08,38,Manabí,Femenino,Marca no conocida,24000
1370694996,1999-07-11,Licenciado/a,Sistemas Avanzados,9566-0350-4409-4281,Deanna,Hall,"718 Park Plain Suite 858
South Kennethfort, OH 45995",nbarrett@example.com,1978-05-08,46,Manabí,Femenino,Marca no conocida,21000
1371597843,1971-06-15,Licenciado/a,Sistemas Avanzados,7429-8532-5533-9680,Jacob,Reed,"531 Rhonda Spurs Apt. 463
West Alexisview, MS 03539",williambrown@example.org,1982-08-29,41,Manabí,Masculino,Marca no conocida,22000
1372061157,1975-02-07,Licenciado/a,Desarrollos Innovadores,0896-4097-8175-2532,Brandon,Gibbs,"66047 White Street Suite 809
Meganland, AK 91007",eknight@example.net,1989-09-25,34,Manabí,Masculino,Marca no conocida,21000
1375178889,1998-06-21,Ingeniero/a,Grupo TecnolÃ³gico,1112-1654-4749-6963,Christopher,Reed,"957 Alexandra Isle Apt. 033
Stephenberg, NY 57197",kristensimmons@example.com,1982-10-16,41,Manabí,Masculino,Marca no conocida,32000
1376921373,2013-11-25,Licenciado/a,Soluciones Integrales,0095-5902-5229-4561,Diana,Mckenzie,"48205 Nicole Springs
Smithmouth, OR 55873",qrice@example.com,1986-11-05,37,Manabí,Femenino,Marca no conocida,21000
1383075503,2001-10-23,Arquitecto/a,Soluciones Integrales,6769-6841-5711-8791,Brittany,Wilkins,"435 Wheeler Heights Suite 236
Pittmanview, CA 08735",dlittle@example.net,1985-05-30,38,Manabí,Femenino,Marca no conocida,27000
1384235575,1967-10-15,Licenciado/a,Grupo TecnolÃ³gico,0477-1580-2056-9609,Dawn,Perez,"465 John Isle
West Andreabury, ID 58759",elizabethtaylor@example.org,1986-05-19,38,Manabí,Femenino,Marca no conocida,22000
1384577298,1998-02-11,Ingeniero/a,Soluciones Integrales,2636-2314-0845-4096,Andrea,Howe,"796 Justin Motorway
South Rebeccahaven, PW 98860",holderjennifer@example.com,1985-10-05,38,Manabí,Femenino,Marca no conocida,34000
1386461995,1991-06-27,Ingeniero/a,Soluciones Integrales,3175-2835-0529-9951,Heather,Martin,"50586 Wyatt Stravenue Apt. 397
West Luischester, IA 45095",xking@example.com,1980-04-27,44,Manabí,Femenino,Marca no conocida,35000
1386961295,1969-12-05,Ingeniero/a,Soluciones Integrales,4989-3626-9128-7609,Jason,Woods,"9228 Brown Lock
Smithmouth, PR 46421",jeffrey63@example.com,1982-07-30,41,Manabí,Masculino,Visa,34000
1389510286,2014-05-08,Licenciado/a,Desarrollos Innovadores,1568-0780-4337-4132,Travis,Turner,"5621 Diaz Summit Suite 511
Morrisstad, MH 33089",timothyperez@example.com,1975-09-07,48,Manabí,Masculino,Marca no conocida,25000
1391392236,2016-07-01,Ingeniero/a,Grupo TecnolÃ³gico,3007-1477-7854-9633,Todd,Farrell,"03066 Jill Falls Apt. 504
Fuentesside, NE 25757",leekirsten@example.org,1987-02-05,37,Manabí,Masculino,Marca no conocida,32000
1392454291,2008-10-29,Licenciado/a,Sistemas Avanzados,2655-1419-5612-9972,David,Williams,"4352 Tiffany Plaza Apt. 686
Mooreborough, CA 43851",jenniferwagner@example.com,1976-06-26,47,Manabí,Masculino,Marca no conocida,24000
1397174098,1977-01-31,Licenciado/a,Sistemas Avanzados,0394-1048-8714-7497,Sandra,Lopez,"80876 Christopher Point
Port Donaldborough, WA 43663",anthonygallagher@example.com,1985-01-25,39,Manabí,Femenino,Marca no conocida,23000
1401686606,1965-07-03,Doctor/a,Grupo TecnolÃ³gico,1849-0854-6663-4989,Andrew,Bass,"100 Anthony Union
West Brandy, RI 02420",cassidyschmidt@example.net,1987-05-05,37,Morona Santiago,Masculino,Marca no conocida,52000
1406427410,1972-07-27,Doctor/a,Desarrollos Innovadores,9048-4065-3592-6711,Beth,Jones,"500 Madden Shores Apt. 193
Port Jacobmouth, MT 39075",danielle44@example.org,1980-08-12,43,Morona Santiago,Femenino,Marca no conocida,43000
1408352806,1986-03-03,Licenciado/a,Soluciones Integrales,6529-5008-0378-8329,Kristin,Miller,"083 John Mountain
Lake Anthonyberg, NH 43230",audreyrodriguez@example.org,1985-09-03,38,Morona Santiago,Femenino,Discover,24000
1408529099,1962-03-30,Licenciado/a,Desarrollos Innovadores,5051-3033-2255-3262,Todd,Meyer,"USS Conway
FPO AP 23503",lindazimmerman@example.net,1983-03-01,41,Morona Santiago,Masculino,Marca no conocida,20000
1412387336,2007-12-08,Arquitecto/a,Sistemas Avanzados,9347-2670-0624-5086,Suzanne,Patel,"4793 Mcdaniel Light
South Joseph, TN 47454",jerry05@example.org,1971-12-09,52,Morona Santiago,Femenino,Marca no conocida,27000
1415299047,1968-03-28,Doctor/a,Soluciones Integrales,2417-3722-2554-4193,Todd,Webb,"520 Sherman Meadow
Chapmanshire, MH 49484",scottdeborah@example.org,1988-06-09,35,Morona Santiago,Masculino,Marca no conocida,51000
1416145126,2017-09-09,Arquitecto/a,Grupo TecnolÃ³gico,9808-6464-3965-0783,Leonard,Copeland,"03822 Mullen Meadows Suite 765
Cardenasburgh, CT 26103",anitaflores@example.com,1973-05-05,51,Morona Santiago,Masculino,Marca no conocida,25000
1416500229,2015-10-14,Arquitecto/a,Soluciones Integrales,2236-8894-1267-0294,Charlene,Le,"0077 Clinton Cliff Suite 988
Johnsonside, NC 68382",mreed@example.net,1987-09-01,36,Morona Santiago,Femenino,Marca no conocida,27000
1417001480,1978-01-12,Ingeniero/a,Sistemas Avanzados,2460-4533-0821-6536,Kaitlyn,Joseph,"462 Jasmine Ranch
Coxton, DC 29590",mary83@example.net,1978-12-25,45,Morona Santiago,Femenino,Marca no conocida,33000
1420900695,2019-01-24,Doctor/a,Sistemas Avanzados,6986-3203-2315-3152,Carolyn,Palmer,"89929 Melanie Crescent
Pattersonview, NY 01233",ycruz@example.com,1986-05-04,38,Morona Santiago,Femenino,Marca no conocida,37000
1421407080,2008-12-17,Arquitecto/a,Grupo TecnolÃ³gico,0437-7007-6855-8731,Jon,Graves,"389 Sosa Tunnel
Perezchester, CO 44601",nwilson@example.org,1976-04-27,48,Morona Santiago,Masculino,Marca no conocida,25000
1423035070,2002-07-09,Licenciado/a,Desarrollos Innovadores,0361-5496-0048-0057,Matthew,Stevens,"4058 Marissa Ford Suite 056
West Kathrynfurt, DC 51256",ryan19@example.net,1981-02-17,43,Morona Santiago,Masculino,Marca no conocida,23000
1425195303,1966-04-16,Licenciado/a,Desarrollos Innovadores,2534-3253-0071-9418,Amanda,King,"5870 Amy Shores
New Danielview, CA 20334",qflores@example.net,1979-11-22,44,Morona Santiago,Femenino,Marca no conocida,22000
1425513267,1973-03-19,Licenciado/a,Sistemas Avanzados,5228-1435-3078-6849,Lauren,Lozano,"717 Benjamin Trail
Sandovalhaven, MN 50553",ylopez@example.com,1977-01-07,47,Morona Santiago,Femenino,MasterCard,23000
1428022702,1989-05-14,Arquitecto/a,Desarrollos Innovadores,9036-2087-3398-8737,Nancy,Porter,"6406 Tammy Ports Suite 142
East Michelle, AR 41015",osnyder@example.com,1983-08-24,40,Morona Santiago,Femenino,Marca no conocida,26000
1430083755,2001-02-01,Ingeniero/a,Grupo TecnolÃ³gico,0164-2075-6524-8479,Janet,Schmidt,"24660 Robert Estate Apt. 269
South Codyville, GU 73649",jesse56@example.org,1988-06-10,35,Morona Santiago,Femenino,Marca no conocida,34000
1434468945,1976-11-17,Ingeniero/a,Sistemas Avanzados,9233-4151-7115-6558,Kathleen,Jackson,"12424 Short Hills Apt. 204
West Marcusborough, AS 97174",meyerjuan@example.com,1973-05-03,51,Morona Santiago,Femenino,Marca no conocida,34000
1434472168,2018-03-25,Ingeniero/a,Soluciones Integrales,2827-7830-0329-5420,Joe,Smith,"284 Hernandez Neck Apt. 099
Yorkmouth, KY 24165",dquinn@example.org,1973-12-15,50,Morona Santiago,Masculino,Marca no conocida,33000
1435517681,2001-11-16,Licenciado/a,Grupo TecnolÃ³gico,9105-1568-5590-1891,Jonathan,Guerrero,"31329 Brenda Plains Apt. 043
Nicolechester, IN 71644",welchpamela@example.com,1983-05-22,41,Morona Santiago,Masculino,Marca no conocida,22000
1437073764,2003-12-01,Doctor/a,Sistemas Avanzados,5242-5521-2963-1389,Sara,Jackson,"67822 Wright Court
Webbmouth, NH 89083",martinezcarrie@example.org,1987-01-16,37,Morona Santiago,Femenino,MasterCard,46000
1437200064,1989-08-20,Ingeniero/a,Sistemas Avanzados,8129-5024-1783-7883,Andrea,Bartlett,"358 Andersen Club
North Tyler, FL 76327",award@example.org,1970-07-10,53,Morona Santiago,Femenino,Marca no conocida,31000
1437486149,1992-09-05,Ingeniero/a,Sistemas Avanzados,1861-7211-4504-8730,Joshua,Gonzalez,"1373 Amanda Manors Suite 175
Jacquelinetown, SD 55787",adalton@example.com,1983-08-16,40,Morona Santiago,Masculino,Marca no conocida,32000
1438712161,1961-12-05,Ingeniero/a,Sistemas Avanzados,7950-9946-1026-7295,David,King,"608 Hughes Mountains
Connortown, NH 22998",deborahbaker@example.com,1970-02-08,54,Morona Santiago,Masculino,Marca no conocida,34000
1448329566,2002-07-30,Licenciado/a,Grupo TecnolÃ³gico,7466-5883-7754-1019,Rebecca,Perez,"87701 Alvarado Squares
Cathyside, HI 60401",ubarnes@example.com,1975-12-29,48,Morona Santiago,Femenino,Marca no conocida,23000
1450835363,2008-04-05,Licenciado/a,Desarrollos Innovadores,8779-6288-7047-9706,Anthony,Cowan,"074 Alvarez Valleys Apt. 093
East Tiffany, KS 60617",chandlerangie@example.net,1989-03-15,35,Morona Santiago,Masculino,Marca no conocida,20000
1451461903,1961-06-27,Ingeniero/a,Desarrollos Innovadores,8531-3531-1285-9991,Sonya,Dillon,"8635 Harris Shore
Alanbury, MO 41158",jonesangela@example.org,1988-09-13,35,Morona Santiago,Femenino,Marca no conocida,35000
1452162468,2007-04-15,Ingeniero/a,Grupo TecnolÃ³gico,0655-6701-0957-8104,Belinda,Norman,"0751 Clark Extensions Apt. 321
North Michaelville, DC 23840",dburton@example.org,1980-05-03,44,Morona Santiago,Femenino,Marca no conocida,33000
1457185640,2017-08-04,Doctor/a,Desarrollos Innovadores,5423-7220-1642-9964,Larry,Davis,"684 Linda Road Suite 367
North Lindaburgh, VA 47335",ggarza@example.org,1983-10-09,40,Morona Santiago,Masculino,MasterCard,58000
1462966170,1987-04-01,Ingeniero/a,Desarrollos Innovadores,4363-6288-0785-4772,Terri,Garcia,"1582 Christopher Ridge Apt. 897
Lewisfort, WY 58224",johngomez@example.org,1973-07-08,50,Morona Santiago,Femenino,Visa,31000
1464980798,1991-03-28,Doctor/a,Sistemas Avanzados,3006-6289-5775-1221,Kristine,James,"110 Alison Roads
South Caitlynshire, MO 37592",javier72@example.org,1972-01-19,52,Morona Santiago,Femenino,Marca no conocida,35000
1465053713,2008-12-10,Ingeniero/a,Grupo TecnolÃ³gico,0560-9080-6600-6195,Christopher,Hansen,"06122 Shannon Creek Suite 727
Port Aaronbury, DC 43909",ashleyjohnson@example.net,1982-06-17,41,Morona Santiago,Masculino,Marca no conocida,34000
1466314535,2015-09-21,Arquitecto/a,Sistemas Avanzados,4396-1038-1647-7456,Brandon,Jones,"36421 Williams Hills
East Jasonbury, UT 17731",nathan93@example.com,1971-07-24,52,Morona Santiago,Masculino,Visa,26000
1470005772,1992-09-22,Doctor/a,Sistemas Avanzados,8011-7658-2326-3982,David,Perez,"43215 Sandra Dale Suite 442
Saundershaven, VT 04987",shawnnichols@example.org,1990-10-08,33,Morona Santiago,Masculino,Marca no conocida,50000
1470164022,1989-10-26,Ingeniero/a,Desarrollos Innovadores,4245-9930-7740-0739,Shannon,Frey,"563 Munoz Turnpike
South Anthony, OH 40412",eric07@example.net,1978-02-17,46,Morona Santiago,Femenino,Visa,31000
1471623275,1981-03-06,Doctor/a,Sistemas Avanzados,7749-0889-8052-2496,John,Peterson,"187 Jeffrey Club Suite 464
East Michael, SC 28994",rachel00@example.com,1980-03-19,44,Morona Santiago,Masculino,Marca no conocida,42000
1476406089,2017-04-13,Licenciado/a,Grupo TecnolÃ³gico,5927-7569-8924-9598,Brenda,Perry,"003 Romero Mountains
West William, CT 50964",darrell53@example.com,1977-11-18,46,Morona Santiago,Femenino,Marca no conocida,23000
1477464206,1964-05-27,Ingeniero/a,Soluciones Integrales,3312-6050-9671-6564,Robert,Reed,"992 Paul Ville
East Walter, TN 21683",mary12@example.net,1972-08-30,51,Morona Santiago,Masculino,Marca no conocida,33000
1482384373,1978-04-30,Ingeniero/a,Desarrollos Innovadores,5687-2175-8633-4779,Andrea,Becker,"93986 Barbara Cliff
Thomasmouth, SC 55280",gabrielle34@example.net,1978-06-05,45,Morona Santiago,Femenino,Marca no conocida,30000
1487133542,2018-08-01,Doctor/a,Sistemas Avanzados,5508-8233-3583-1057,Melissa,Robles,"7421 Phillips Mission Suite 127
South Teresa, MD 94571",vreyes@example.com,1989-06-05,34,Morona Santiago,Femenino,MasterCard,55000
1487739689,1990-06-10,Doctor/a,Sistemas Avanzados,8683-6090-1010-9636,Teresa,Allen,"6857 Deanna Mission
Robertberg, NH 49983",kashley@example.net,1976-07-02,47,Morona Santiago,Femenino,Marca no conocida,41000
1495129091,1989-08-22,Licenciado/a,Soluciones Integrales,1590-1414-6840-2776,Felicia,Stout,"165 Tina Shoals
New Ravenburgh, WV 67117",ashleywatson@example.org,1976-03-25,48,Morona Santiago,Femenino,Marca no conocida,23000
1498830120,1999-06-21,Arquitecto/a,Soluciones Integrales,7400-8866-9753-4897,Dave,Ramirez,"3120 Laura Knolls Suite 062
New Jennifer, OK 36552",owright@example.org,1972-11-13,51,Morona Santiago,Masculino,Marca no conocida,27000
1499249114,1985-02-28,Licenciado/a,Sistemas Avanzados,1655-4175-1007-0073,Kathryn,Boone,"45817 Gardner Well Suite 027
North Jameschester, NM 16616",robinalexander@example.org,1970-07-10,53,Morona Santiago,Femenino,Marca no conocida,23000
1501123666,1960-10-07,Ingeniero/a,Soluciones Integrales,0773-3435-0991-6525,Ashley,Brewer,"7118 Chelsea Isle Suite 384
Lake Ambertown, ND 71610",middletonglenda@example.org,1986-06-20,37,Napo,Femenino,Marca no conocida,30000
1504286467,1999-08-02,Arquitecto/a,Desarrollos Innovadores,5740-8775-0785-3445,Caleb,Barnett,"88094 Lindsay Heights Apt. 138
Tinaland, GU 54674",amymiller@example.org,1979-09-05,44,Napo,Masculino,Marca no conocida,30000
1505897820,1983-05-23,Ingeniero/a,Desarrollos Innovadores,0167-4297-3579-1634,Nancy,Chen,"260 Jaime Avenue
Danielton, SD 49177",owilliams@example.com,1970-10-18,53,Napo,Femenino,Marca no conocida,33000
1506363631,1976-07-08,Doctor/a,Soluciones Integrales,4078-9378-5070-2794,Tammy,Giles,"448 Kevin Plaza Suite 486
Youngfort, SD 59088",chapmansheila@example.net,1978-11-21,45,Napo,Femenino,Visa,60000
1507039939,2020-05-07,Ingeniero/a,Grupo TecnolÃ³gico,5288-5808-1624-3273,Joshua,Ryan,"858 Veronica Falls
Matthewtown, CO 46653",lauren89@example.net,1977-03-25,47,Napo,Masculino,MasterCard,31000
1507973732,1993-11-01,Doctor/a,Sistemas Avanzados,7305-6956-8759-6951,Christopher,Hartman,"5799 Elizabeth Dam
Andrewport, MI 34395",zcruz@example.net,1979-04-08,45,Napo,Masculino,Marca no conocida,48000
1507998738,1961-06-13,Doctor/a,Sistemas Avanzados,7679-0739-8579-5554,Christina,Palmer,"8951 Caitlyn Ford
Blevinsburgh, MS 34557",grahamjessica@example.org,1983-03-20,41,Napo,Femenino,Marca no conocida,47000
1508070982,1970-11-19,Doctor/a,Grupo TecnolÃ³gico,6909-2502-4239-5983,Hannah,Parker,"85562 Susan Plains Suite 052
Delacruzstad, WA 05188",victorhenderson@example.com,1978-10-07,45,Napo,Femenino,Marca no conocida,36000
1513576585,1963-06-22,Licenciado/a,Desarrollos Innovadores,1680-3139-9346-7870,Stacy,Norris,"8748 Catherine Fort
West Robertchester, IL 93257",james74@example.com,1983-05-05,41,Napo,Femenino,Marca no conocida,22000
1514348938,2016-12-18,Ingeniero/a,Desarrollos Innovadores,9252-0537-5647-2297,Carrie,Bishop,"53667 Brian Plains
South Chris, TN 42984",robertsanchez@example.net,1980-11-05,43,Napo,Femenino,Marca no conocida,32000
1516673401,2006-09-23,Doctor/a,Desarrollos Innovadores,9063-8006-5447-5914,Alejandro,Robinson,"03648 Laura Inlet Suite 730
Alvarezfurt, AK 44120",drivas@example.com,1984-04-28,40,Napo,Masculino,Marca no conocida,39000
1519515524,1961-05-03,Doctor/a,Grupo TecnolÃ³gico,8902-7060-3980-1801,John,Mccarty,"772 Cody Path Apt. 552
Paigehaven, FL 40961",ryanjohn@example.net,1976-12-22,47,Napo,Masculino,Marca no conocida,42000
1525283164,1995-07-16,Licenciado/a,Soluciones Integrales,9510-0828-2596-4062,Sarah,Shaw,"USS Perkins
FPO AA 48566",skim@example.com,1975-12-17,48,Napo,Femenino,Marca no conocida,22000
1532386900,1978-08-09,Licenciado/a,Grupo TecnolÃ³gico,8326-5650-4813-6814,Caleb,Garcia,"477 Johnson Shoal Suite 809
New Kimberlybury, CO 02889",oedwards@example.org,1984-11-08,39,Napo,Masculino,Marca no conocida,25000
1536612723,1992-04-17,Licenciado/a,Soluciones Integrales,0210-5285-3108-8622,Erika,Little,"79132 Shea Crossing
Debramouth, MH 48600",smithamanda@example.net,1990-09-13,33,Napo,Femenino,Marca no conocida,24000
1542073714,2004-02-10,Licenciado/a,Grupo TecnolÃ³gico,3290-2665-2505-5213,Rhonda,Shaw,"8749 Howard Hollow Apt. 967
Clarkton, MS 67065",thompsonscott@example.net,1971-01-11,53,Napo,Femenino,Marca no conocida,22000
1544136015,1967-03-19,Licenciado/a,Sistemas Avanzados,5682-9402-1317-0250,Michael,Griffin,"9177 Douglas Ways
West Tiffany, MO 44198",martinthompson@example.com,1971-09-24,52,Napo,Masculino,Marca no conocida,23000
1545756461,1978-12-21,Arquitecto/a,Soluciones Integrales,1108-3935-7743-3391,Natalie,Lewis,"5874 Cheryl Locks Suite 013
Lake Paulmouth, MH 63747",walkermichael@example.net,1987-08-24,36,Napo,Femenino,Marca no conocida,28000
1556676523,2001-11-16,Licenciado/a,Sistemas Avanzados,6419-3268-2712-3565,Ashley,Mccoy,"3296 Joseph Brooks
Longton, DE 04330",ginawaters@example.net,1977-02-03,47,Napo,Femenino,Marca no conocida,22000
1556763084,2010-08-09,Arquitecto/a,Sistemas Avanzados,2983-2212-3973-0984,Colleen,Hunter,"6129 Jamie Street
Smithmouth, RI 98135",vincentarmstrong@example.net,1980-07-21,43,Napo,Femenino,Marca no conocida,27000
1557079478,1992-01-10,Arquitecto/a,Sistemas Avanzados,5540-1694-0392-3402,Whitney,Allen,"86126 Knapp Spring
North Christinaland, AK 73995",pagerachael@example.net,1983-10-26,40,Napo,Masculino,MasterCard,30000
1557363230,1982-01-25,Ingeniero/a,Sistemas Avanzados,4237-9272-2936-0916,Courtney,Mccormick,"5383 Gregory Crossroad
New Travis, CO 56846",lauramayo@example.net,1977-10-26,46,Napo,Femenino,Visa,31000
1560791492,1978-12-11,Licenciado/a,Sistemas Avanzados,2655-6121-2086-3555,Michael,Larson,"170 Julie Springs
West Debbiemouth, AL 86378",awade@example.com,1980-02-12,44,Napo,Masculino,Marca no conocida,23000
1570342897,1960-05-03,Doctor/a,Grupo TecnolÃ³gico,0223-4580-0575-6474,Kayla,Bennett,"0895 Faith Island Suite 207
Glenfort, MS 17492",jason74@example.org,1980-06-21,43,Napo,Femenino,Marca no conocida,44000
1570619344,1989-04-30,Licenciado/a,Sistemas Avanzados,9996-7082-3178-1200,Megan,Wise,"9975 Gonzalez Prairie Apt. 322
Youngberg, UT 90031",larsondonna@example.net,1990-12-14,33,Napo,Femenino,Marca no conocida,24000
1573116670,1999-05-29,Arquitecto/a,Desarrollos Innovadores,8774-5746-7226-4636,Lindsey,Schaefer,"USNS Kelly
FPO AP 92533",dcoleman@example.net,1983-10-30,40,Napo,Femenino,Marca no conocida,26000
1575108507,1998-07-15,Arquitecto/a,Sistemas Avanzados,5370-4504-4404-4843,David,Perez,"443 Crawford Fields Apt. 801
Port Calvinton, NJ 42839",scotthoffman@example.org,1978-10-31,45,Napo,Masculino,MasterCard,30000
1578973323,2012-10-02,Licenciado/a,Soluciones Integrales,9666-2120-6107-2654,Christina,Evans,"888 Sawyer Stream
New Jennifer, UT 87836",andrew71@example.org,1970-03-20,54,Napo,Femenino,Marca no conocida,25000
1581459651,1966-01-20,Arquitecto/a,Soluciones Integrales,1510-9711-6682-4184,Jacqueline,Carlson,"036 Heather Circles Apt. 762
Kaitlinfurt, MT 10976",abennett@example.org,1990-08-21,33,Napo,Femenino,Marca no conocida,29000
1582355754,1965-04-14,Arquitecto/a,Sistemas Avanzados,3776-0884-9961-4246,Jeffrey,Maldonado,"2722 Tucker Valleys Suite 331
Christopherport, GA 41199",christy23@example.com,1980-08-10,43,Napo,Masculino,Marca no conocida,26000
1586936380,2017-05-28,Ingeniero/a,Sistemas Avanzados,1253-8130-1158-1774,Destiny,Branch,"736 Nathan Spur
Juliastad, NM 48565",ksoto@example.net,1980-05-20,44,Napo,Femenino,Marca no conocida,34000
1588978075,1964-09-27,Arquitecto/a,Grupo TecnolÃ³gico,5712-5855-8764-8259,Chelsea,Brown,"66723 Jordan Locks Suite 099
North Alanberg, NV 42034",kristin77@example.org,1986-04-16,38,Napo,Femenino,Marca no conocida,27000
1590050789,1973-10-23,Doctor/a,Grupo TecnolÃ³gico,7284-7046-9758-2052,William,Mclean,"9242 Saunders Port
East Tylerview, KS 12705",jason40@example.net,1987-11-29,36,Napo,Masculino,Marca no conocida,37000
1591200737,1969-12-16,Licenciado/a,Grupo TecnolÃ³gico,6267-2636-6546-7039,Gina,Chandler,"369 Nicholas Squares
Curtisview, NV 31191",brendagutierrez@example.org,1975-03-27,49,Napo,Femenino,Marca no conocida,21000
1591298486,2011-01-29,Arquitecto/a,Sistemas Avanzados,6947-8274-6980-7432,Walter,Lawson,"971 Edward Pine
West Josephburgh, MD 01161",bwoods@example.com,1980-08-24,43,Napo,Masculino,Marca no conocida,27000
1592399799,1987-08-03,Doctor/a,Desarrollos Innovadores,2321-3851-0836-5905,Jill,Taylor,"782 Lance Islands
South Kenneth, NE 76879",omartinez@example.com,1983-01-24,41,Napo,Femenino,Marca no conocida,46000
1594286204,2008-11-29,Ingeniero/a,Desarrollos Innovadores,8136-3557-5654-4100,William,Rodriguez,"45640 Kenneth Road
New Kaitlinshire, AK 68316",crawfordjonathan@example.net,1973-05-11,51,Napo,Masculino,Marca no conocida,35000
1595625662,1997-11-13,Ingeniero/a,Grupo TecnolÃ³gico,9058-1143-6508-4469,Christopher,Foster,"447 Brady Village
Scottside, MD 84019",nicole66@example.com,1974-11-15,49,Napo,Masculino,Marca no conocida,33000
1598379074,1977-01-17,Arquitecto/a,Soluciones Integrales,7473-2323-4609-1046,Brianna,Hampton,"18359 Erica Roads Apt. 351
Shannonville, CO 18539",mallory59@example.com,1982-12-10,41,Napo,Femenino,Marca no conocida,26000
1599115382,2017-05-07,Licenciado/a,Soluciones Integrales,0198-1832-5997-2728,Carolyn,Fowler,"3498 Underwood Views Suite 690
Davidton, WA 26483",daniel73@example.org,1975-09-18,48,Napo,Femenino,Marca no conocida,20000
1601583137,1992-06-25,Ingeniero/a,Soluciones Integrales,5773-3585-5313-7197,Lindsay,Jimenez,"14440 Snow Garden
Andrewshire, AR 76007",millermichael@example.org,1981-08-24,42,Pastaza,Femenino,Marca no conocida,32000
1608863607,1973-08-09,Doctor/a,Grupo TecnolÃ³gico,7658-4610-3880-0773,Karen,Sullivan,"83759 Cuevas Squares
Fisherton, FM 05856",erica91@example.org,1975-03-31,49,Pastaza,Femenino,Marca no conocida,50000
1612519698,1963-03-01,Doctor/a,Soluciones Integrales,3265-8131-7348-5289,William,Lewis,"Unit 4640 Box 2928
DPO AP 05378",mhansen@example.net,1988-05-28,35,Pastaza,Masculino,Marca no conocida,41000
1612824206,1961-01-10,Licenciado/a,Grupo TecnolÃ³gico,2268-4637-8572-8896,Justin,Adams,"258 Williams Glen
South Ricky, WI 33625",emercado@example.net,1978-01-05,46,Pastaza,Masculino,Marca no conocida,25000
1613700545,1974-05-13,Ingeniero/a,Soluciones Integrales,4992-0266-7675-5108,Carolyn,Myers,"0532 Kelley Prairie Apt. 510
Port Tiffanymouth, HI 12056",nicolebrown@example.org,1981-09-11,42,Pastaza,Femenino,Visa,34000
1615119015,1979-04-09,Doctor/a,Soluciones Integrales,2316-0564-3429-3206,Derrick,Villanueva,"27317 Stafford Knoll Suite 779
New Amanda, MH 46099",cameroncook@example.net,1981-02-23,43,Pastaza,Masculino,Marca no conocida,45000
1617625034,2004-02-25,Arquitecto/a,Desarrollos Innovadores,6413-4336-8589-1282,Matthew,Holt,"5818 Martin Alley Suite 760
Schmittburgh, MT 76966",mfarrell@example.org,1986-03-10,38,Pastaza,Masculino,Marca no conocida,29000
1624656988,1993-02-16,Ingeniero/a,Sistemas Avanzados,8516-9867-2332-7922,Rebecca,Scott,"85600 Douglas Run Suite 804
Josephburgh, NY 97057",bowmanolivia@example.com,1988-11-01,35,Pastaza,Femenino,Marca no conocida,30000
1630206792,1962-12-01,Doctor/a,Desarrollos Innovadores,8422-0837-9014-3151,Felicia,Davis,"8701 Kimberly Lane Suite 269
Lake Kendra, NY 70144",jennifer52@example.com,1988-07-23,35,Pastaza,Femenino,Marca no conocida,53000
1631268153,1984-04-09,Doctor/a,Grupo TecnolÃ³gico,4374-5023-7553-1924,Abigail,Stewart,"4603 Jamie Ridges Suite 092
Robertport, AL 14577",rmay@example.net,1982-05-22,42,Pastaza,Femenino,Visa,50000
